by,discussion_id,score,timestamp,title,url,stars_at_submission,stars_month_1,stars_month_2,stars_month_3,stars_month_4,stars_month_5,commits_at_submission,commits_month_1,commits_month_2,commits_month_3,commits_month_4,commits_month_5,pull_requests_at_submission,pull_requests_month_1,pull_requests_month_2,pull_requests_month_3,pull_requests_month_4,pull_requests_month_5,forks_at_submission,forks_month_1,forks_month_2,forks_month_3,forks_month_4,forks_month_5,contributors_at_submission,contributors_month_1,contributors_month_2,contributors_month_3,contributors_month_4,contributors_month_5
doubleinfinity,35351957,3,2023-03-29 03:25:15 UTC,Integrate GPT Chatbot to MS Word,https://github.com/analyticsinmotion/add-gpt-chatbot-to-microsoft-word,7,7,4,1,4,4,0,2,2,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,1,1,0,0,0
textread,35352303,2,2023-03-29 04:01:07 UTC,"Databricks’ Dolly, a large language model trained on the Databricks ML Platform",https://github.com/databrickslabs/dolly,5334,664,246,166,89,65,17,5,7,0,0,0,42,21,9,0,0,0,525,127,47,27,19,6,11,9,4,0,0,0
ftxbro,35352452,421,2023-03-29 04:15:08 UTC,Text2Video-Zero Code and Weights Released by Picsart AI Research (12G VRAM),https://github.com/Picsart-AI-Research/Text2Video-Zero,527,242,182,143,138,92,16,0,0,0,0,0,2,2,0,0,0,0,68,35,29,25,22,11,2,2,0,0,0,0
mkagenius,35354571,1,2023-03-29 09:16:03 UTC,Use own API keys in this desktop app for ChatGPT,https://github.com/mkagenius/deskchat_app,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
umaxfun,35355109,1,2023-03-29 10:27:03 UTC,ChatGPT Integration with Google Sheets,https://github.com/umaxfun/sheetgpt,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
gkfasdfasdf,35360489,3,2023-03-29 17:34:01 UTC,ChatDBG: A GDB plugin for LLM-assisted root cause analysis,https://github.com/plasma-umass/ChatDBG,207,29,14,12,11,14,4,9,5,0,0,20,0,0,0,0,0,5,7,1,2,0,1,0,1,1,1,0,0,2
theasteve,35361560,4,2023-03-29 18:52:46 UTC,Show HN: Astra: The Command Line App That Connects You to ChatGPT,https://github.com/smallulator/terminalAI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mudler,35363058,6,2023-03-29 20:30:22 UTC,"Llama, alpaca and gpt4all API in Golang",https://github.com/go-skynet/llama-cli,136,0,0,0,0,0,50,0,0,0,0,0,29,0,0,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0
panabee,35365221,18,2023-03-29 23:10:00 UTC,Colossal-AI: open-source ChatGPT option with RLHF based on LLaMA model,https://github.com/hpcaitech/ColossalAI,3856,918,631,963,446,2846,87,112,137,135,121,172,184,188,282,289,266,387,549,135,93,117,69,242,34,20,21,37,24,34
manyoso,35365584,4,2023-03-29 23:43:17 UTC,"New metric for LLM hallucinations with results for GPT-3, GPT3-5 and Alpaca Lora",https://github.com/manyoso/haltt4llm,84,9,11,7,9,6,1,0,0,0,0,0,3,0,0,0,0,0,8,4,2,1,2,1,3,0,0,0,0,0
jlowin,35366838,127,2023-03-30 02:04:39 UTC,Show HN: Marvin – build AI functions that use an LLM as a runtime,https://github.com/PrefectHQ/marvin,1127,717,142,221,131,190,388,138,165,388,74,67,211,81,57,181,38,26,47,183,8,26,14,17,15,8,7,12,7,6
doubleinfinity,35370669,2,2023-03-30 10:44:35 UTC,Add ChatGPT to Microsoft Word,https://github.com/analyticsinmotion/add-chatgpt-to-microsoft-word,9,14,8,4,4,4,0,2,0,0,0,0,0,0,0,0,0,0,1,3,1,0,1,1,0,1,0,0,0,0
freeqaz,35370772,5,2023-03-30 10:58:51 UTC,LLaMA-Adapter: Efficient Fine-Tuning of LLaMA,https://github.com/ZrrSkywalker/LLaMA-Adapter,1324,948,249,11,18,12,54,30,21,0,0,0,2,3,5,0,0,0,89,65,16,0,1,0,5,7,6,0,0,0
garrinm,35371798,1,2023-03-30 12:47:17 UTC,Show HN: Extending ChatGPT with a memory for few shot prompting,https://github.com/gmcgoldr/ait,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ono-Sendai,35372836,3,2023-03-30 14:01:06 UTC,"Show HN: Project 2501 – an open-source AI assistant, written in C++",https://github.com/Ono-Sendai/project-2501,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
minosu,35375195,11,2023-03-30 16:23:30 UTC,"Show HN: Godot Copilot – AI-assistant for the Godot engine, supporting GPT-4",https://github.com/minosvasilias/godot-copilot,44,9,7,9,3,22,1,0,0,0,0,2,2,0,0,0,0,4,1,0,1,0,0,0,1,0,0,0,0,1
ejcook111,35376052,2,2023-03-30 17:15:57 UTC,Show HN: Vim ChatGPT Plugin,https://github.com/CoderCookE/vim-chatgpt,85,18,11,8,11,7,13,5,4,4,1,3,5,1,4,3,2,3,10,4,2,4,1,0,2,1,2,3,2,1
rasengan,35377586,3,2023-03-30 19:13:51 UTC,"Show HN: Simple test, can ChatGPT group chat?",https://github.com/realrasengan/chatgpt-groupchat-test,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
liopun,35377665,13,2023-03-30 19:21:34 UTC,Get Instant Feedback and Help for LeetCode/HackerRank with ChatGPT,https://github.com/Liopun/leet-chatgpt-extension,50,15,4,3,5,5,0,0,0,0,0,3,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1
ballotechnics,35382564,2,2023-03-31 04:28:51 UTC,Show HN: Oracle.sh – converse with ChatGPT in realtime by speaking into your mic,https://github.com/anatolybazarov/oracle.sh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
jacquesm,35393160,1,2023-03-31 20:29:19 UTC,ChatGPT Command Line Tool,https://github.com/marcolardera/chatgpt-cli,78,39,26,33,20,23,3,3,6,4,4,0,5,5,7,2,4,0,9,10,5,4,4,2,3,4,2,2,3,0
yuvalsteuer,35398923,3,2023-04-01 10:01:51 UTC,ChatGPT Plugins,https://github.com/GerevAI/awesome-chatgpt-plugins,27,6,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
anotherpaulg,35400649,1,2023-04-01 14:41:28 UTC,"A ChatGPT UI for young readers, written by ChatGPT",https://github.com/paul-gauthier/easy-chat,18,15,7,9,2,0,18,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,1,0,0,0,0,0
radicho123,35400806,1,2023-04-01 14:59:04 UTC,A 30K-utterance dataset by making GPT-4 prompt two ChatGPT instances to converse,https://github.com/radi-cho/botbots,133,6,1,3,1,2,6,0,0,0,0,0,0,0,0,0,0,0,12,1,1,0,0,0,1,0,0,0,0,0
rasengan,35401586,2,2023-04-01 16:31:49 UTC,Show HN: How to use ChatGPT and embeddings in Node.js,https://github.com/realrasengan/AIQA,19,6,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0
mrconter1112,35409045,3,2023-04-02 10:21:14 UTC,Show HN: WikiGenGPT – Dive into an Imaginative World of AI-Generated Wikipedia,https://github.com/mrconter1/WikiGenGPT,6,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
mherrmann,35413259,2,2023-04-02 17:56:33 UTC,Show HN: `fix` any failing command with ChatGPT,https://github.com/mherrmann/fix,9,0,1,0,0,0,7,1,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,1,2,0,0,0,0
mzitelli,35418207,2,2023-04-03 03:27:32 UTC,PromptMate – Give ChatGPT Control over VS Code,https://github.com/MateusZitelli/PromptMate,61,4,1,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0
alexanderdean,35418462,4,2023-04-03 04:11:04 UTC,"Type-scriptor: Write better JavaScript and TypeScript code, using ChatGPT",https://github.com/alexanderjdean/type-scriptor,13,3,1,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0
Joangel,35418697,2,2023-04-03 04:54:48 UTC,AIQuery: Interact with your database using natural language processing(Chat-GPT),https://github.com/Joangeldelarosa/aiquery,8,0,0,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
tidwall,35421688,2,2023-04-03 11:25:12 UTC,Non-AI Licenses,https://github.com/non-ai-licenses/non-ai-licenses,9,5,4,4,4,6,2,0,4,0,0,0,0,0,7,0,0,0,0,0,0,2,0,3,1,0,1,0,0,0
eshnil,35422320,4,2023-04-03 12:23:33 UTC,Show HN: Aicombinator – ChatGPT-based bot to automate tasks in browser & APIs,https://github.com/aicombinator/bot,81,10,8,5,8,12,6,0,0,0,0,0,0,0,0,0,0,0,8,1,1,1,0,0,1,0,0,0,0,0
whichonespink,35429436,2,2023-04-03 18:57:01 UTC,Show HN: A simple and interactive CLI tool for OpenAI Chat Completions,https://github.com/austinoxyz/simple-chat-gpt-cli,5,0,0,0,0,0,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
georgehill,35430089,4,2023-04-03 19:41:27 UTC,Vicuna: An Open Chatbot Impressing GPT-4,https://github.com/lm-sys/FastChat,14477,4538,2302,1420,1260,889,354,223,219,232,143,161,280,174,178,235,173,125,1595,556,335,251,203,146,60,52,34,39,40,33
sharemywin,35433465,1,2023-04-04 00:40:27 UTC,Simple Chat Window(tkinter) in Python for Connecting to ChatGPT API,https://github.com/gnuconcepts/ChatWindowGPT,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
examplary_cable,35434003,1,2023-04-04 02:01:03 UTC,"Show HN: Bash-gpt.sh – The power if ChatGPT, a single shortcut away",https://github.com/ilse-langnar/bashGPT,3,1,0,0,1,0,3,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
AdeJ,35434390,2,2023-04-04 02:53:19 UTC,Show HN: Build your own GPT-powered daily newsletter bot with AI Newsie,https://github.com/jahwi/ai_newsie,5,1,1,1,0,0,0,0,2,0,0,1,0,0,5,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2
archb,35434790,268,2023-04-04 03:46:29 UTC,An LLM playground you can run on your laptop,https://github.com/nat/openplayground,3772,507,316,204,156,145,30,6,2,0,0,0,29,10,5,0,5,0,228,56,38,25,23,14,13,7,4,0,3,0
patcon,35437930,1,2023-04-04 11:25:44 UTC,"AI-TDD: CLI for TDD – you write the test, GPT4 writes the code to pass it",https://github.com/di-sukharev/AI-TDD,65,26,10,6,7,3,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,1,0,1,0,0,0,0,0,0
ada-lovecraft,35438093,3,2023-04-04 11:46:06 UTC,I told ChatGPT to be a super kawaii cafe maid. Then I made it write my README,https://github.com/ada-lovecraft/lamby-chan,3,0,0,0,0,0,11,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
mlejva,35440552,369,2023-04-04 14:50:33 UTC,Show HN: We are building an open-source IDE powered by AI,https://github.com/e2b-dev/e2b,2633,1234,146,139,104,88,187,89,266,34,248,285,22,10,16,4,60,93,120,186,12,17,9,8,5,4,5,3,7,6
irhshafkat,35442859,1,2023-04-04 17:14:05 UTC,Coglinker – LLM powered Q/A over ArXiv preprints,https://github.com/irhum/coglinker,17,1,3,1,1,0,5,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0
lucamrtl,35443329,3,2023-04-04 17:42:57 UTC,We are building a unit testing library for NLP models,https://github.com/JohnSnowLabs/nlptest,147,26,9,1,0,0,315,384,340,14,0,0,114,126,91,4,0,0,13,10,1,0,0,0,8,9,6,2,0,0
mustacheemperor,35448759,6,2023-04-05 03:01:31 UTC,Jarvis: Language as an interface for LLMs to connect AI models for solving tasks,https://github.com/microsoft/JARVIS,17833,1222,429,331,277,198,53,3,0,2,0,0,65,8,2,1,0,2,1421,157,42,33,43,22,32,7,2,1,0,1
wutania,35449596,1,2023-04-05 05:16:16 UTC,NLP model trained on Indonesian Bahasa,https://github.com/IndoNLP/indonlu,26,6,6,12,6,9,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,0,2,2,0,0,0,0,0,0
dumitruflorin,35450055,2,2023-04-05 06:17:03 UTC,ChatGPT Desktop – Tray App,https://github.com/florindumitru/chatgpt-desktop-tray,11,0,2,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0
gfortaine,35452021,3,2023-04-05 10:50:26 UTC,LLM-Augmenter,https://github.com/pengbaolin/LLM-Augmenter,116,26,21,26,17,7,0,0,0,0,0,0,1,0,0,0,0,0,6,2,0,2,1,0,1,0,0,0,0,0
Sujeto,35454076,2,2023-04-05 13:46:34 UTC,Show HN: Use an AI bot on your IRC,https://github.com/madprops/airc,2,2,1,0,0,0,335,46,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
jamix,35455984,2,2023-04-05 15:39:43 UTC,Show HN: Horace – LLM chatbot server with ChatGPT plugins,https://github.com/artmatsak/horace,22,6,1,0,2,1,12,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,2,0,1,0,0,0,0,0
kristianpaul,35457225,200,2023-04-05 17:03:18 UTC,Run LLaMA and Alpaca on your computer,https://github.com/cocktailpeanut/dalai,2796,871,383,350,201,122,0,0,0,0,0,0,17,5,4,0,0,0,362,99,46,26,21,12,15,4,3,0,0,0
lladnar,35457305,2,2023-04-05 17:08:55 UTC,CLI tool for Next.js that can analyze logs in real-time and suggest using OpenAI,https://github.com/whoiskatrin/npm-copilot,278,11,2,3,3,3,33,1,0,0,1,0,6,2,0,0,1,0,9,4,0,1,1,0,2,2,0,0,1,0
kristianpaul,35457482,5,2023-04-05 17:20:40 UTC,"Run LLaMA Inference on CPU, with Rust",https://github.com/rustformers/llama-rs,696,13,0,0,0,0,37,3,0,0,0,0,65,7,0,0,0,0,52,1,0,0,0,0,15,5,0,0,0,0
steve8708,35462682,1,2023-04-06 00:57:08 UTC,Show HN: AI-shell – an OSS alternative to the copilot CLI,https://github.com/BuilderIO/ai-shell,2489,281,114,62,65,44,99,20,13,2,0,3,43,18,10,0,0,2,114,21,11,11,2,7,17,7,4,1,0,2
z991,35464201,1,2023-04-06 04:39:57 UTC,Show HN: Realtime LLM Chat on an 8GB Nvidia GPU,https://github.com/andybarry/alpaca_lora_4bit_docker,9,1,0,0,0,1,16,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0
fhaltmayer,35471071,18,2023-04-06 16:50:52 UTC,GPTCache: Slash Your LLM API Costs by 10x,https://github.com/zilliztech/GPTCache,2517,692,538,581,343,196,294,68,42,28,14,11,492,106,65,40,25,15,159,40,45,54,22,15,19,12,13,9,8,5
mkmk,35473207,4,2023-04-06 19:27:58 UTC,Babyagi: An example of an AI-powered task management system,https://github.com/yoheinakajima/babyagi,11790,2051,774,629,505,476,107,17,5,2,0,5,326,45,13,7,4,8,1577,276,98,79,77,62,100,23,11,8,3,7
ClemDev2000,35473736,7,2023-04-06 20:13:49 UTC,Show HN: Chatbot for Your Online Documentation,https://github.com/ClemDev2000/chatdocs,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0
xanderatallah,35481760,6,2023-04-07 14:11:42 UTC,Window: Use your own AI models on the web,https://github.com/alexanderatallah/window.ai,352,60,43,42,16,26,57,43,19,4,0,0,40,17,11,4,0,0,26,5,7,6,0,3,5,2,4,3,0,0
akyuu,35482736,2,2023-04-07 15:35:51 UTC,Koboldcpp – llama.cpp with a fancy UI and many writing features,https://github.com/LostRuins/koboldcpp,446,266,332,313,221,177,211,241,272,186,113,108,42,7,26,31,9,13,59,26,29,25,19,12,11,4,10,9,5,6
autophagian,35485416,1,2023-04-07 18:48:26 UTC,Show HN: Fey Mood – Dwarf Fortress inspired and LLM driven ceramics,https://github.com/autophagy/fey-mood,2,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
lohen78,35492923,3,2023-04-08 13:33:23 UTC,SingularGPT – open-source project that automates your device using AI,https://github.com/abhiprojectz/SingularGPT,127,16,5,3,1,2,7,0,0,0,0,0,2,0,0,0,1,0,9,0,1,2,0,0,3,0,0,0,1,0
7301,35492957,1,2023-04-08 13:38:16 UTC,StatGPT: Text to Code using Open AI models directly in RStudio,https://github.com/1223423/statGPT,11,4,0,0,1,0,17,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0
fendouai,35499007,2,2023-04-09 00:30:23 UTC,Boost Your ChatGPT Productivity with ChatClipboard,https://github.com/fendouai/ChatClipboard,10,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
gremlinsinc,35499080,3,2023-04-09 00:42:26 UTC,Automatic AI Agents with TS/JS – Gptagent.js,https://github.com/lgrammel/gptagent.js,89,0,0,0,0,0,82,0,0,0,0,0,6,0,0,0,0,0,13,0,0,0,0,0,2,0,0,0,0,0
M4v3R,35505635,5,2023-04-09 19:26:54 UTC,An experiment for creating an AI Developer sidekick that works on existing code,https://github.com/maciej-trebacz/gptinker,13,1,0,0,1,0,10,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0
sshh12,35507684,5,2023-04-10 00:06:06 UTC,"Show HN: LLM Optimize, blackbox string optimization and AutoML with GPT-4",https://github.com/sshh12/llm_optimize,7,2,4,2,3,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0
johnxie,35510171,71,2023-04-10 08:05:09 UTC,"A curated list of ChatGPT resources, including libraries, SDKs, APIs, and more",https://github.com/eon01/awesome-chatgpt,740,136,80,68,60,56,17,5,3,3,7,1,21,7,5,9,12,3,42,14,14,13,6,8,12,5,4,6,6,3
rwilinski,35510516,252,2023-04-10 09:19:13 UTC,Personal Concierge Using OpenAI's ChatGPT via Telegram and Voice Messages,https://github.com/RafalWilinski/telegram-chatgpt-concierge-bot,876,42,16,17,6,12,25,0,0,0,0,0,12,0,0,0,3,0,72,12,6,4,5,1,5,0,0,0,1,0
DrRavenstein,35511194,37,2023-04-10 11:37:10 UTC,Show HN: TurboPilot: Copilot clone runs code completion LLM on your CPU,https://github.com/ravenscroftj/turbopilot,2863,193,80,107,122,62,84,43,11,10,69,1,4,6,5,0,37,0,97,9,5,1,12,2,3,2,2,1,4,1
aduffy,35512586,2,2023-04-10 14:16:49 UTC,Show HN: ChatGPT article summaries right from the browser,https://github.com/stallionlabs/summarizer-app,6,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
logankilpatrick,35515369,32,2023-04-10 18:11:06 UTC,"ChatGPT Plugins, up and running in <5 minutes",https://github.com/openai/plugins-quickstart,1045,1633,444,175,106,111,0,2,3,0,0,0,5,17,13,2,12,0,102,369,123,48,44,40,5,14,4,2,5,0
gillh,35519011,2,2023-04-11 00:09:39 UTC,Automate PR Reviews with ChatGPT,https://github.com/fluxninja/openai-pr-reviewer,76,26,0,0,0,0,328,12,0,0,0,0,284,27,0,0,0,0,14,7,0,0,0,0,8,6,0,0,0,0
matthewrennie,35519110,3,2023-04-11 00:21:27 UTC,Go Bindings for LLaMa.cpp,https://github.com/matthewrennie/go-llama.cpp,7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a0x80,35520334,2,2023-04-11 03:17:11 UTC,(The wheel:) another way to custom actions for ChatGPT(or other LLMs),https://github.com/llmapi-io/llm-linker,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
eidam,35522496,3,2023-04-11 08:46:13 UTC,Create ChatGPT Plugins in TypeScript,https://github.com/transitive-bullshit/chatgpt-plugin-ts,318,82,27,24,9,11,22,2,0,0,0,0,4,2,0,0,0,0,16,10,2,3,0,2,2,2,0,0,0,0
antti909,35522890,3,2023-04-11 09:53:03 UTC,An LLM-powered GitHub end-of-day bot,https://github.com/ArzelaAscoIi/haystack-github-bot,10,0,0,0,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
alexrozanski,35526331,9,2023-04-11 15:15:19 UTC,Show HN: LlamaChat - interact with your favourite LLaMA models on macOS,https://github.com/alexrozanski/LlamaChat,734,142,54,108,56,38,32,6,2,0,0,0,6,0,0,0,0,0,26,7,3,5,3,1,2,1,1,0,0,0
cl42,35527907,86,2023-04-11 17:00:07 UTC,"PhaseLLM: Standardized Chat LLM API (Cohere, Claude, GPT) + Evaluation Framework",https://github.com/wgryc/phasellm,306,32,3,9,4,6,84,52,22,19,31,6,22,34,15,24,22,1,15,1,1,1,2,0,2,2,2,2,3,1
koboll,35527938,4,2023-04-11 17:03:11 UTC,GPT Legion: An AI Agent Platform Written in TypeScript,https://github.com/eumemic/gpt-legion,151,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,1,0,0,0,0,0
dr_soong,35528449,2,2023-04-11 17:39:50 UTC,Auto-Llama-Cpp,https://github.com/rhohndorf/Auto-Llama-cpp,165,71,20,18,27,14,12,3,0,0,1,0,13,0,0,0,0,0,33,7,6,3,7,3,4,1,0,0,1,0
iamflimflam1,35530757,1,2023-04-11 20:07:08 UTC,Show HN: Adding Memory to ChatGPT,https://github.com/atomic14/chatgpt-memory,6,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,0,0,1,0,0,0,0,0
jumploops,35534929,2,2023-04-12 04:12:59 UTC,LLM-powered autonomous agent platform in TypeScript,https://github.com/eumemic/ai-legion,727,75,37,34,28,19,22,0,0,0,0,0,29,0,0,0,0,0,83,10,8,6,4,4,7,0,0,0,0,0
albtaiuti,35535351,2,2023-04-12 05:25:15 UTC,Geepeetto: Localize iOS Apps Using ChatGPT,https://github.com/snowzurfer/geepeetto,12,0,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
michaeloblak,35537833,6,2023-04-12 11:14:52 UTC,Show HN: LambdaPi – Serverless Runtime Environment for LLM-Generated Code,https://github.com/jb41/lambdapi,16,1,3,1,0,0,6,0,0,0,0,0,10,0,0,0,0,0,2,1,1,0,0,0,1,0,0,0,0,0
todsacerdoti,35538955,90,2023-04-12 13:01:08 UTC,Collection of LLM resources that can be used to build products you can “own”,https://github.com/imaurer/awesome-decentralized-llm,940,135,66,39,46,25,38,4,0,2,0,0,16,0,0,0,1,0,31,10,0,6,3,1,7,1,0,1,1,0
russ,35540879,6,2023-04-12 15:00:26 UTC,Show HN: Live conversations with ChatGPT using WebRTC,https://github.com/livekit-examples/kitt,40,15,7,27,14,8,12,0,0,1,0,0,0,1,0,0,0,0,5,8,5,5,1,3,3,1,0,1,0,0
torvald,35541488,2,2023-04-12 15:34:41 UTC,ChatGPT in Vim,https://github.com/madox2/vim-ai,157,46,19,17,26,24,50,10,2,0,0,3,7,6,0,0,0,3,5,6,2,1,0,3,2,2,1,0,0,3
moelf,35542307,83,2023-04-12 16:27:08 UTC,OpenAI releases Consistency Model for one-step generation,https://github.com/openai/consistency_models,4571,248,92,63,49,53,1,0,1,6,1,0,8,1,1,8,2,0,265,33,9,12,5,6,6,1,2,3,2,0
cube2222,35543194,1,2023-04-12 17:16:12 UTC,Show HN: Cuttlefish – Desktop ChatGPT-based Assistant that uses your Terminal,https://github.com/cube2222/cuttlefish,26,27,3,12,5,2,22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,1,0,0,0,0,0
idonov,35543448,1,2023-04-12 17:30:01 UTC,FreedomGPT: ChatGPT you can run locally based on Alpaca Lora,https://github.com/ohmplatform/FreedomGPT,1081,424,223,129,106,102,20,5,0,0,7,0,13,4,0,0,6,1,105,56,36,25,18,19,6,3,0,0,3,1
Ambix,35543642,25,2023-04-12 17:42:39 UTC,Show HN: Llama.go – port of llama.cpp to pure Go,https://github.com/gotzmann/llama.go,607,117,36,44,42,17,121,1,0,0,0,0,16,0,0,0,0,0,18,9,3,1,6,1,2,1,0,0,0,0
rasengan,35545665,2,2023-04-12 19:45:13 UTC,Just talk instead of typing on macOS powered by bash and OpenAI,https://github.com/realrasengan/vtphonehome,4,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
derwiki,35547679,11,2023-04-12 22:05:44 UTC,Show HN: OpenAI ChatGPT Command Line Interface,https://github.com/derwiki/go-chatgpt,24,1,0,0,0,0,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
adius,35549028,2,2023-04-13 00:15:46 UTC,Show HN: SQLiteGPT – Directly query ChatGPT with SQL functions,https://github.com/Airsequel/SQLiteGPT,15,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Dentrax,35552216,1,2023-04-13 07:33:52 UTC,Show HN: Falco-GPT: AI-generated security remediations for Falco audit events,https://github.com/Dentrax/falco-gpt,41,7,2,2,1,0,3,0,0,0,0,2,2,0,0,0,1,1,0,0,0,1,1,0,2,0,0,0,1,1
heroapp,35552591,1,2023-04-13 08:33:13 UTC,Show HN: Create full NPM packages with AI from a 1 sentence prompt (open-source),https://github.com/hero-page/hero-ai-package-creator,18,5,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0
freediver,35556796,6,2023-04-13 15:18:23 UTC,Show HN: PyLLMs: – Connect and compare top AI models in Python,https://github.com/kagisearch/pyllms,67,352,50,24,22,18,41,36,9,13,9,7,0,4,7,6,1,0,0,10,4,4,0,2,2,4,5,5,1,2
ftxbro,35558959,1,2023-04-13 17:26:05 UTC,Multiversal tree writing interface for human-AI collaboration (GPT),https://github.com/socketteer/loom,99,41,23,15,7,17,1,1,1,2,0,6,1,1,1,2,0,0,3,2,3,1,0,2,1,2,1,2,0,1
olup,35562876,35,2023-04-13 22:17:01 UTC,Show HN: Using zod to get structured and typed output from ChatGPT in TypeScript,https://github.com/olup/zod-chatgpt,80,15,3,1,2,2,7,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0
fedenunez,35564589,1,2023-04-14 01:51:25 UTC,"Show HN: TULP – A cli tool that combines ChatGPT with POSIX, like stdin2gpt",https://github.com/fedenunez/tulp,12,3,0,0,0,0,28,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
snork_alt,35565681,318,2023-04-14 04:59:29 UTC,An open source AI tool to animate children's drawings,https://github.com/facebookresearch/AnimatedDrawings,6561,969,288,183,695,261,17,3,2,1,4,3,13,11,5,2,7,2,487,86,40,29,55,18,5,6,4,2,2,1
juanre,35567385,2,2023-04-14 09:42:05 UTC,"Show HN: Catprompt, a recursive 'cat' to combine prompts for ChatGPT",https://github.com/juanre/catprompt,5,1,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
