by,discussion_id,score,timestamp,title,url,stars_at_submission,stars_month_1,stars_month_2,stars_month_3,stars_month_4,stars_month_5,commits_at_submission,commits_month_1,commits_month_2,commits_month_3,commits_month_4,commits_month_5,pull_requests_at_submission,pull_requests_month_1,pull_requests_month_2,pull_requests_month_3,pull_requests_month_4,pull_requests_month_5,forks_at_submission,forks_month_1,forks_month_2,forks_month_3,forks_month_4,forks_month_5,contributors_at_submission,contributors_month_1,contributors_month_2,contributors_month_3,contributors_month_4,contributors_month_5,average_comments_sentiment,overall_comments_sentiment,dist_stars(submission-month_1),percent_stars(submission-month_1),dist_stars(month_1-month_2),percent_stars(month_1-month_2),dist_stars(month_2-month_3),percent_stars(month_2-month_3),dist_stars(month_3-month_4),percent_stars(month_3-month_4),dist_stars(month_4-month_5),percent_stars(month_4-month_5),dist_forks(submission-month_1),percent_forks(submission-month_1),dist_forks(month_1-month_2),percent_forks(month_1-month_2),dist_forks(month_2-month_3),percent_forks(month_2-month_3),dist_forks(month_3-month_4),percent_forks(month_3-month_4),dist_forks(month_4-month_5),percent_forks(month_4-month_5),dist_commits(submission-month_1),percent_commits(submission-month_1),dist_commits(month_1-month_2),percent_commits(month_1-month_2),dist_commits(month_2-month_3),percent_commits(month_2-month_3),dist_commits(month_3-month_4),percent_commits(month_3-month_4),dist_commits(month_4-month_5),percent_commits(month_4-month_5),dist_pull_requests(submission-month_1),percent_pull_requests(submission-month_1),dist_pull_requests(month_1-month_2),percent_pull_requests(month_1-month_2),dist_pull_requests(month_2-month_3),percent_pull_requests(month_2-month_3),dist_pull_requests(month_3-month_4),percent_pull_requests(month_3-month_4),dist_pull_requests(month_4-month_5),percent_pull_requests(month_4-month_5),dist_contributors(submission-month_1),percent_contributors(submission-month_1),dist_contributors(month_1-month_2),percent_contributors(month_1-month_2),dist_contributors(month_2-month_3),percent_contributors(month_2-month_3),dist_contributors(month_3-month_4),percent_contributors(month_3-month_4),dist_contributors(month_4-month_5),percent_contributors(month_4-month_5),sentiment
cl42,35527907,86,2023-04-11 17:00:07 UTC,"PhaseLLM: Standardized Chat LLM API (Cohere, Claude, GPT) + Evaluation Framework",https://github.com/wgryc/phasellm,306,338,341,350,354,360,84,136,158,177,208,214,22,56,71,95,117,118,15,16,17,18,20,20,2,2,2,2,3,1,0.0,0,32,10.457516339869288,3,0.8875739644970366,9,2.6392961876832857,4,1.1428571428571388,6,1.6949152542372872,1,6.666666666666671,1,6.25,1,5.882352941176478,2,11.111111111111114,0,0.0,52,61.9047619047619,22,16.176470588235304,19,12.0253164556962,31,17.514124293785315,6,2.8846153846153726,34,154.54545454545453,15,26.78571428571428,24,33.80281690140845,22,23.15789473684211,1,0.8547008547008517,0,0.0,0,0.0,0,0.0,1,50.0,-2,-66.66666666666667,Neutral
iamflimflam1,35530757,1,2023-04-11 20:07:08 UTC,Show HN: Adding Memory to ChatGPT,https://github.com/atomic14/chatgpt-memory,6,7,8,9,10,10,1,1,1,1,1,1,0,0,0,0,0,0,3,3,5,6,6,6,1,0,0,0,0,0,0.0,0,1,16.66666666666667,1,14.285714285714278,1,12.5,1,11.111111111111114,0,0.0,0,0.0,2,66.66666666666669,1,20.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-1,-100.0,0,0.0,0,0.0,0,0.0,0,0.0,Neutral
jumploops,35534929,2,2023-04-12 04:12:59 UTC,LLM-powered autonomous agent platform in TypeScript,https://github.com/eumemic/ai-legion,727,802,839,873,901,920,22,22,22,22,22,22,29,29,29,29,29,29,83,93,101,107,111,115,7,0,0,0,0,0,1.0,1,75,10.316368638239354,37,4.613466334164599,34,4.052443384982112,28,3.207331042382606,19,2.1087680355160927,10,12.04819277108433,8,8.602150537634401,6,5.940594059405953,4,3.738317757009341,4,3.603603603603617,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-7,-100.0,0,0.0,0,0.0,0,0.0,0,0.0,Positve
albtaiuti,35535351,2,2023-04-12 05:25:15 UTC,Geepeetto: Localize iOS Apps Using ChatGPT,https://github.com/snowzurfer/geepeetto,12,12,13,13,14,14,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0.0,0,0,0.0,1,8.333333333333329,0,0.0,1,7.692307692307693,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-1,-100.0,0,0.0,0,0.0,0,0.0,0,0.0,Neutral
todsacerdoti,35538955,90,2023-04-12 13:01:08 UTC,Collection of LLM resources that can be used to build products you can “own”,https://github.com/imaurer/awesome-decentralized-llm,940,1075,1141,1180,1226,1251,38,42,42,44,44,44,16,16,16,16,17,17,31,41,41,47,50,51,7,1,0,1,1,0,0.0,0,135,14.36170212765957,66,6.139534883720927,39,3.41805433829974,46,3.8983050847457577,25,2.039151712887445,10,32.258064516129025,0,0.0,6,14.634146341463406,3,6.38297872340425,1,2.0,4,10.5263157894737,0,0.0,2,4.761904761904773,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,6.25,0,0.0,-6,-85.71428571428572,-1,-100.0,1,0.0,0,0.0,-1,-100.0,Neutral
torvald,35541488,2,2023-04-12 15:34:41 UTC,ChatGPT in Vim,https://github.com/madox2/vim-ai,157,203,222,239,265,289,50,60,62,62,62,65,7,13,13,13,13,16,5,11,13,14,14,17,2,2,1,0,0,3,1.0,1,46,29.299363057324825,19,9.35960591133005,17,7.657657657657666,26,10.878661087866108,24,9.056603773584897,6,120.00000000000004,2,18.181818181818187,1,7.692307692307693,0,0.0,3,21.428571428571416,10,20.0,2,3.333333333333343,0,0.0,0,0.0,3,4.838709677419345,6,85.71428571428572,0,0.0,0,0.0,0,0.0,3,23.07692307692308,0,0.0,-1,-50.0,-1,-100.0,0,0.0,3,0.0,Positve
moelf,35542307,83,2023-04-12 16:27:08 UTC,OpenAI releases Consistency Model for one-step generation,https://github.com/openai/consistency_models,4571,4819,4911,4974,5023,5076,1,1,2,8,9,9,8,9,10,18,20,20,265,298,307,319,324,330,6,1,2,3,2,0,0.25,0,248,5.425508641435144,92,1.9091097738120053,63,1.2828344532681797,49,0.9851226377161312,53,1.0551463268962775,33,12.452830188679243,9,3.020134228187913,12,3.90879478827361,5,1.5673981191222597,6,1.8518518518518616,0,0.0,1,100.0,6,300.0,1,12.5,0,0.0,1,12.5,1,11.111111111111114,8,80.0,2,11.111111111111114,0,0.0,-5,-83.33333333333334,1,100.0,1,50.0,-1,-33.33333333333334,-2,-100.0,Neutral
Ambix,35543642,25,2023-04-12 17:42:39 UTC,Show HN: Llama.go – port of llama.cpp to pure Go,https://github.com/gotzmann/llama.go,607,724,760,804,846,863,121,122,122,122,122,122,16,16,16,16,16,16,18,27,30,31,37,38,2,1,0,0,0,0,0.3333333333333333,0,117,19.275123558484356,36,4.972375690607734,44,5.78947368421052,42,5.223880597014926,17,2.009456264775423,9,50.0,3,11.111111111111114,1,3.333333333333343,6,19.354838709677423,1,2.702702702702694,1,0.8264462809917319,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-1,-50.0,-1,-100.0,0,0.0,0,0.0,0,0.0,Neutral
rasengan,35545665,2,2023-04-12 19:45:13 UTC,Just talk instead of typing on macOS powered by bash and OpenAI,https://github.com/realrasengan/vtphonehome,4,4,4,5,5,5,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,1,0,0.0,0,0.0,1,25.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-1,-100.0,0,0.0,0,0.0,0,0.0,0,0.0,Positve
derwiki,35547679,11,2023-04-12 22:05:44 UTC,Show HN: OpenAI ChatGPT Command Line Interface,https://github.com/derwiki/go-chatgpt,24,25,25,25,25,25,14,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0,0,1,4.166666666666671,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,14.285714285714278,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-1,-100.0,0,0.0,0,0.0,0,0.0,Neutral
adius,35549028,2,2023-04-13 00:15:46 UTC,Show HN: SQLiteGPT – Directly query ChatGPT with SQL functions,https://github.com/Airsequel/SQLiteGPT,15,16,17,17,18,18,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,0,0,0,0,0,0,1.0,1,1,6.666666666666671,1,6.25,0,0.0,1,5.882352941176478,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Positve
freediver,35556796,6,2023-04-13 15:18:23 UTC,Show HN: PyLLMs: – Connect and compare top AI models in Python,https://github.com/kagisearch/pyllms,67,419,469,493,515,533,41,77,86,99,108,115,0,4,11,17,18,18,0,10,14,18,18,20,2,4,5,5,1,2,1.0,1,352,525.3731343283582,50,11.933174224343674,24,5.1172707889125775,22,4.462474645030426,18,3.4951456310679703,10,0.0,4,40.0,4,28.571428571428584,0,0.0,2,11.111111111111114,36,87.80487804878047,9,11.688311688311686,13,15.116279069767444,9,9.09090909090908,7,6.481481481481495,4,0.0,7,175.0,6,54.54545454545453,1,5.882352941176478,0,0.0,2,100.0,1,25.0,0,0.0,-4,-80.0,1,100.0,Positve
olup,35562876,35,2023-04-13 22:17:01 UTC,Show HN: Using zod to get structured and typed output from ChatGPT in TypeScript,https://github.com/olup/zod-chatgpt,80,95,98,99,101,103,7,7,7,7,7,7,0,0,0,0,0,0,2,2,4,4,4,4,1,0,0,0,0,0,0.4,0,15,18.75,3,3.1578947368421098,1,1.0204081632653017,2,2.0202020202020066,2,1.9801980198019749,0,0.0,2,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-1,-100.0,0,0.0,0,0.0,0,0.0,0,0.0,Neutral
snork_alt,35565681,318,2023-04-14 04:59:29 UTC,An open source AI tool to animate children's drawings,https://github.com/facebookresearch/AnimatedDrawings,6561,7530,7818,8001,8696,8957,17,20,22,23,27,30,13,24,29,31,38,40,487,573,613,642,697,715,5,6,4,2,2,1,0.0,0,969,14.76909007773206,288,3.82470119521912,183,2.340752110514188,695,8.686414198225222,261,3.00137994480221,86,17.659137577002056,40,6.980802792321114,29,4.730831973898859,55,8.566978193146426,18,2.5824964131994363,3,17.64705882352942,2,10.000000000000014,1,4.545454545454547,4,17.391304347826093,3,11.111111111111114,11,84.61538461538461,5,20.83333333333333,2,6.896551724137922,7,22.58064516129032,2,5.263157894736835,1,20.0,-2,-33.33333333333334,-2,-50.0,0,0.0,-1,-50.0,Neutral
edofic,35569411,3,2023-04-14 13:35:50 UTC,"Show HN: ChatGPT-CLI, a Unix-y client",https://github.com/edofic/chatgpt-cli,6,8,9,13,16,16,5,5,5,5,5,5,4,4,4,4,4,4,1,1,1,1,1,1,2,0,0,0,0,0,0.0,0,2,33.333333333333314,1,12.5,4,44.44444444444443,3,23.07692307692308,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-2,-100.0,0,0.0,0,0.0,0,0.0,0,0.0,Neutral
justdep,35572506,2,2023-04-14 17:54:05 UTC,Simple Script Integrates Hubot with OpenAI's GPT API,https://github.com/dep/hubot-with-gpt,1,1,1,1,2,2,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-1,-100.0,0,0.0,0,0.0,0,0.0,0,0.0,Neutral
steventey,35573195,2,2023-04-14 18:44:42 UTC,WeatherGPT: Open-Source ChatGPT Plugin Starter Template,https://github.com/steven-tey/weathergpt,117,168,202,228,243,260,10,11,11,11,11,11,0,0,0,0,0,0,12,26,34,40,46,52,1,1,0,0,0,0,1.0,1,51,43.58974358974359,34,20.238095238095227,26,12.871287128712863,15,6.578947368421069,17,6.995884773662553,14,116.66666666666666,8,30.769230769230774,6,17.64705882352942,6,14.999999999999986,6,13.043478260869565,1,10.000000000000014,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-1,-100.0,0,0.0,0,0.0,0,0.0,Positve
d_silin,35576348,2,2023-04-15 00:03:50 UTC,Ai.js – ChatGPT designed JavaScript front-end framework,https://github.com/chatgpt4demos/ai.js,2,2,2,2,2,2,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-1,-100.0,0,0.0,0,0.0,0,0.0,0,0.0,Neutral
summarity,35583349,276,2023-04-15 18:42:09 UTC,Web LLM – WebGPU Powered Inference of Large Language Models,https://github.com/mlc-ai/web-llm,4410,5584,5988,6283,6720,7048,57,108,111,148,155,166,27,73,76,105,119,131,227,302,350,371,397,420,8,11,3,6,6,6,0.3571428571428571,0,1174,26.62131519274375,404,7.234957020057294,295,4.926519706078821,437,6.955276141970401,328,4.88095238095238,75,33.039647577092495,48,15.894039735099328,21,6.0,26,7.008086253369257,23,5.793450881612088,51,89.4736842105263,3,2.7777777777777715,37,33.333333333333314,7,4.7297297297297405,11,7.096774193548399,46,170.37037037037038,3,4.109589041095887,29,38.15789473684211,14,13.333333333333329,12,10.084033613445383,3,37.5,-8,-72.72727272727273,3,100.0,0,0.0,0,0.0,Neutral
Kortaggio,35585285,30,2023-04-15 22:32:33 UTC,Every front-end UI for ChatGPT,https://github.com/billmei/every-chatgpt-gui,157,222,264,336,400,445,6,10,17,19,19,19,1,6,15,19,19,19,6,18,27,36,39,41,1,3,5,3,0,0,0.0,0,65,41.40127388535032,42,18.91891891891892,72,27.272727272727263,64,19.04761904761905,45,11.25,12,200.0,9,50.0,9,33.333333333333314,3,8.333333333333329,2,5.128205128205138,4,66.66666666666669,7,70.0,2,11.764705882352942,0,0.0,0,0.0,5,500.0,9,150.0,4,26.666666666666657,0,0.0,0,0.0,2,200.0,2,66.66666666666669,-2,-40.0,-3,-100.0,0,0.0,Neutral
sahbic,35592511,3,2023-04-16 17:56:21 UTC,ProfileGPT: What does ChatGPT know about you?,https://github.com/sahbic/profile-gpt,22,30,38,42,45,49,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,4,4,0,0,0,0,0,0,0.0,0,8,36.363636363636346,8,26.666666666666657,4,10.5263157894737,3,7.142857142857139,4,8.888888888888886,0,0.0,0,0.0,1,50.0,1,33.333333333333314,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Neutral
truskovskiyk,35592569,1,2023-04-16 18:02:19 UTC,PR Review Bot: Streamlining GitHub Pull Requests with AI Assistance,https://github.com/truskovskiyk/pr-reviewer,3,6,9,16,19,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1.0,1,3,100.0,3,50.0,7,77.77777777777777,3,18.75,1,5.263157894736835,0,0.0,0,0.0,0,0.0,1,0.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Positve
lopkeny12ko,35596166,74,2023-04-17 02:14:10 UTC,A hyper-fast local vector database for use with LLM Agents,https://github.com/jdagdelen/hyperDB,117,173,249,325,357,379,3,5,6,7,7,7,3,8,9,10,11,11,7,16,21,26,35,37,2,3,2,2,1,0,0.0,0,56,47.86324786324786,76,43.930635838150295,76,30.522088353413665,32,9.84615384615384,22,6.162464985994404,9,128.57142857142856,5,31.25,5,23.80952380952381,9,34.61538461538461,2,5.714285714285722,2,66.66666666666669,1,20.0,1,16.66666666666667,0,0.0,0,0.0,5,166.66666666666663,1,12.5,1,11.111111111111114,1,10.000000000000014,0,0.0,1,50.0,-1,-33.33333333333334,0,0.0,-1,-50.0,-1,-100.0,Neutral
bupticybee,35598483,3,2023-04-17 09:28:43 UTC,FastLoRAChat – Lora finetuned LLM with ChatGPT capabality,https://github.com/bupticybee/FastLoRAChat,13,22,23,24,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,1.0,1,9,69.23076923076923,1,4.545454545454547,1,4.347826086956516,0,0.0,0,0.0,0,0.0,1,0.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Positve
empath-nirvana,35604715,48,2023-04-17 18:39:22 UTC,Show HN: Magic Happens – let ChatGPT manage your Kubernetes cluster,https://github.com/empath-nirvana/magic-happens,7,7,7,8,9,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,1,14.285714285714278,1,12.5,10,111.11111111111111,0,0.0,0,0.0,0,0.0,0,0.0,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Neutral
gkjohns,35606373,1,2023-04-17 20:44:40 UTC,BabyDS – An LLM driven data science AI,https://github.com/Rock-River-Research/babyds,9,11,17,19,21,24,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,0,0,0,0,0,0,0.0,0,2,22.22222222222223,6,54.54545454545453,2,11.764705882352942,2,10.5263157894737,3,14.285714285714278,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Neutral
jrb_y,35608640,1,2023-04-18 00:52:15 UTC,GPTest: A VS Code Extension for Testing Your Code with OpenAI's GPT-3,https://github.com/JRB-y/gptest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Neutral
shellfly,35612758,3,2023-04-18 11:54:35 UTC,Show HN: AI Talk – Create two AI discuss on the specific topic automatically,https://github.com/aitalk-app/aitalk,2,2,3,3,3,3,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,2,0,1,0,0,0,0,1.0,1,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,-1,-100.0,0,0.0,0,0.0,0,0.0,Positve
ybu,35616871,11,2023-04-18 17:15:53 UTC,Show HN: tokmon – CLI to monitor your program's OpenAI token costs,https://github.com/yagil/tokmon,1,5,6,6,10,14,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,3,4,0,0,0,0,0,0,0.0,0,4,400.0,1,20.0,0,0.0,4,66.66666666666669,4,40.0,1,100.0,0,0.0,0,0.0,1,50.0,1,33.333333333333314,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Neutral
liweizhismd,35625785,2,2023-04-19 08:30:06 UTC,Langtorch: A Java Library for Building Composable LLM Applications,https://github.com/Knowly-ai/langtorch,75,155,186,203,211,220,89,252,254,254,254,254,43,105,106,106,106,106,13,26,31,34,36,37,5,5,2,0,0,0,0.5,0,80,106.66666666666669,31,20.0,17,9.139784946236546,8,3.940886699507388,9,4.265402843601905,13,100.0,5,19.230769230769223,3,9.677419354838705,2,5.882352941176478,1,2.7777777777777715,163,183.14606741573036,2,0.7936507936507837,0,0.0,0,0.0,0,0.0,62,144.1860465116279,1,0.952380952380949,0,0.0,0,0.0,0,0.0,0,0.0,-3,-60.0,-2,-100.0,0,0.0,0,0.0,Neutral
TheBlapse,35629141,158,2023-04-19 15:11:47 UTC,Stability AI Launches StableLM: A New Open-Source Language Model,https://github.com/Stability-AI/StableLM,1271,1637,1975,2274,2387,2509,0,0,0,4,6,7,0,0,14,16,20,20,126,171,216,248,266,280,0,0,1,2,2,1,0.0,0,366,28.79622344610541,338,20.64752596212584,299,15.139240506329116,113,4.9692172383465305,122,5.111018014243825,45,35.71428571428572,45,26.315789473684205,32,14.81481481481481,18,7.258064516129025,14,5.263157894736835,0,0.0,0,0.0,4,0.0,2,50.0,1,16.66666666666667,0,0.0,14,0.0,2,14.285714285714278,4,25.0,0,0.0,0,0.0,1,0.0,1,100.0,0,0.0,-1,-50.0,Neutral
themaximalist,35629528,2,2023-04-19 15:37:18 UTC,"Show HN: Infinity Arcade, interactive LLM text games",https://github.com/themaximal1st/InfinityArcade,3,5,8,13,14,15,0,5,5,5,5,5,0,0,0,0,0,0,2,2,3,3,3,3,0,1,0,0,0,0,0.0,0,2,66.66666666666669,3,60.0,5,62.5,1,7.692307692307693,1,7.142857142857139,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0,5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,-1,-100.0,0,0.0,0,0.0,0,0.0,Neutral
harlevr,35633852,2,2023-04-19 22:00:35 UTC,Command Line file transformation with Generative AI,https://github.com/harlev/charmr,2,4,4,4,4,4,9,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,2,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-1,-100.0,0,0.0,0,0.0,0,0.0,0,0.0,Neutral
alexgriffiths31,35633890,5,2023-04-19 22:04:37 UTC,Show HN: ChatGPT to control your own app (text-to-action library),https://github.com/alexgriffithsdev/actionit,2,2,2,2,2,2,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,-1,-100.0,0,0.0,0,0.0,Positve
nestorD,35635091,33,2023-04-20 00:47:09 UTC,Show HN: Question Extractor: turn text into LLM finetuning data,https://github.com/nestordemeure/question_extractor,5,12,24,27,33,37,0,1,2,2,2,2,0,2,4,4,4,4,0,3,6,7,9,12,0,2,2,0,0,0,1.0,1,7,140.0,12,100.0,3,12.5,6,22.22222222222223,4,12.12121212121211,3,0.0,3,100.0,1,16.66666666666667,2,28.571428571428584,3,33.333333333333314,1,0.0,1,100.0,0,0.0,0,0.0,0,0.0,2,0.0,2,100.0,0,0.0,0,0.0,0,0.0,2,0.0,0,0.0,-2,-100.0,0,0.0,0,0.0,Positve
jacobglowbom,35636927,5,2023-04-20 06:09:07 UTC,"Show HN: Customizable, multilingual voice-enabled AI assistant powered by OpenAI",https://github.com/glowbom/glowby,24,29,33,36,40,42,63,65,69,69,69,69,0,0,0,0,0,0,1,1,4,4,4,4,1,1,1,0,0,0,0.6666666666666666,1,5,20.83333333333333,4,13.793103448275872,3,9.09090909090908,4,11.111111111111114,2,5.0,0,0.0,3,300.0,0,0.0,0,0.0,0,0.0,2,3.174603174603192,4,6.15384615384616,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-1,-100.0,0,0.0,0,0.0,Positve
mani_mozaffar,35640327,3,2023-04-20 14:16:26 UTC,"No more fear of job loss, Used AI in a project to get many interviews:)",https://github.com/ManiMozaffar/linkedIn-scraper,26,32,44,48,53,57,15,17,17,17,17,17,6,11,11,11,11,11,3,5,8,9,11,12,1,2,0,0,0,0,1.0,1,6,23.07692307692308,12,37.5,4,9.09090909090908,5,10.416666666666671,4,7.547169811320757,2,66.66666666666669,3,60.0,1,12.5,2,22.22222222222223,1,9.09090909090908,2,13.333333333333329,0,0.0,0,0.0,0,0.0,0,0.0,5,83.33333333333331,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,-2,-100.0,0,0.0,0,0.0,0,0.0,Positve
tlowe11,35641359,16,2023-04-20 15:12:24 UTC,"Show HN: Motörhead, LLM Memory Server Built in Rust",https://github.com/getmetal/motorhead,175,230,266,302,336,366,14,17,19,30,31,49,14,15,20,34,38,57,10,15,18,28,32,37,3,1,2,4,3,4,0.0,0,55,31.428571428571416,36,15.65217391304347,36,13.53383458646617,34,11.258278145695355,30,8.928571428571416,5,50.0,3,20.0,10,55.55555555555557,4,14.285714285714278,5,15.625,3,21.428571428571416,2,11.764705882352942,11,57.89473684210526,1,3.333333333333343,18,58.064516129032256,1,7.142857142857139,5,33.333333333333314,14,70.0,4,11.764705882352942,19,50.0,-2,-66.66666666666667,1,100.0,2,100.0,-1,-25.0,1,33.333333333333314,Neutral
dndndnd,35641838,2,2023-04-20 15:44:35 UTC,Give ChatGPT long-term memory using the OP Stack,https://github.com/pashpashpash/vault-ai,1215,1494,1630,1740,1788,1839,1,7,7,7,7,7,4,13,13,13,13,13,112,150,162,174,183,186,5,1,0,0,0,0,1.0,1,279,22.96296296296296,136,9.103078982597054,110,6.748466257668724,48,2.7586206896551744,51,2.8523489932885866,38,33.928571428571416,12,8.0,12,7.407407407407419,9,5.172413793103445,3,1.639344262295083,6,600.0,0,0.0,0,0.0,0,0.0,0,0.0,9,225.0,0,0.0,0,0.0,0,0.0,0,0.0,-4,-80.0,-1,-100.0,0,0.0,0,0.0,0,0.0,Positve
